# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "gene" "-g" "gene_id" "-O" "-s" "2" "-J" "-R" "BAM" "-M" "--fraction" "-G" "data/00ref/Bpertusis_tohamaI.fna" "-T" "16" "-a" "data/00ref/Bpertusis_tohamaI.gtf" "-o" "results/05counts/read_counts" "results/03map_reads/JK-9534_2_10.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_11.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_12.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_13.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_14.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_15.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_16.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_17.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_18.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_19.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_1.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_20.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_21.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_22.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_23.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_24.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_25.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_26.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_27.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_28.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_29.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_2.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_30.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_31.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_32.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_33.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_34.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_35.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_36.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_3.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_4.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_5.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_6.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_7.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_8.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_9.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/03map_reads/JK-9534_2_10.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_11.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_12.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_13.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_14.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_15.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_16.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_17.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_18.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_19.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_1.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_20.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_21.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_22.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_23.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_24.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_25.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_26.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_27.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_28.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_29.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_2.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_30.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_31.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_32.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_33.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_34.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_35.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_36.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_3.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_4.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_5.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_6.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_7.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_8.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_9.Aligned.sortedByCoord.out.bam
BP_RS00240	NC_002929.2	45721	45957	-	237	2.67	3.79	4.42	5.75	1.17	2.22	3	0.17	2.27	2.38	1	4.27	1.79	4.77	5.70	4.17	1.92	2.89	3.47	1.78	5.50	1	1.42	2.42	0.77	1	5.65	2.77	3.87	0.45	5.42	3.23	1.04	0.14	2.68	0
BP_RS00245	NC_002929.2	46085	46978	+	894	124.55	115.20	178.21	182.35	86.83	110.41	84.30	56.25	179.61	136.05	64.02	117.43	153.60	223.75	189.88	87.68	148.71	168.72	143.80	135.87	198.96	55.39	70.07	173.15	110.74	123.67	168.06	150.06	120.28	38.80	78.43	118.01	98.61	76.83	113.27	102.05
BP_RS00250	NC_002929.2	46982	47984	-	1003	244.74	130.17	292.45	319.78	200.33	219.13	220.25	121.64	452.30	233.88	147.55	244.84	195.68	474.62	417.38	283.29	311.90	403.56	319.54	333.99	350.81	143.46	180.26	329.46	289.75	292.11	453.09	327.49	319.53	56.18	175.79	165.27	158.35	173.42	325.02	225.64
BP_RS00255	NC_002929.2	48148	49395	+	1248	267.40	254.39	431.36	575.47	227.90	269.72	225.05	174.08	272.44	293.15	165.70	319.94	254.26	377.10	303.29	205.17	386.01	308.10	308.45	297.62	408.67	180.36	216.77	432.17	255.00	212.48	311.74	264.78	246.38	120.18	349.60	248.71	257.32	296.00	284.98	285.86
BP_RS00260	NC_002929.2	49392	50006	+	615	53.08	56.20	74.56	93.93	60.75	49.95	45.47	25.96	64.12	51.79	46.50	46.99	57.42	76.12	59.49	41.54	75.16	58.33	70.56	61.43	54.05	37.36	36.27	96.73	49.78	56.57	60.44	49.62	55.17	20.88	74.95	50.64	40.20	71.05	84.73	71.51
BP_RS00270	NC_002929.2	50142	51092	+	951	14.46	10.11	18.07	22.18	10.72	11.96	15.12	1.00	28.81	16.98	9.33	18.35	26.87	25.12	23.00	2.58	28.24	22.41	22.99	18.36	25.33	8.40	13.43	23.28	17.30	17.88	23.76	14.48	15.76	2.11	8.36	11.54	12.65	10.49	17.10	13.43
BP_RS00275	NC_002929.2	51135	52391	+	1257	54.48	48.60	88.67	73.92	42.59	53.64	56.47	15.46	93.26	55.49	39.58	65.76	39.81	113.47	85.55	43.90	79.85	70.03	79.12	72.53	78.80	42.07	42.20	81.80	65.90	56.98	94.22	71.65	66.25	15.35	57.72	56.16	55.55	42.25	77.21	50.54
BP_RS00280	NC_002929.2	52503	53565	+	1063	685.48	565.97	856.59	551.28	268.61	388.94	663.85	426.34	971.41	443.13	259.23	415.37	312.24	1260.83	843.38	630.25	523.86	564.06	484.42	909.27	1006.17	361.60	564.84	669.86	430.11	411.67	984.87	703.62	612.63	136.02	647.60	630.36	639.15	379.65	475.86	433.34
BP_RS00285	NC_002929.2	53623	54357	-	735	48.56	38.28	64.89	58.28	24.84	36.11	54.34	13	67.24	38.88	25.55	42.79	20.81	144.01	86.20	27.78	51.55	66.71	51.31	95.45	88.53	18.12	29.68	65.11	30.34	31.39	111.31	60.54	90.57	4.74	42.23	51.58	65.24	26.67	60.09	33.33
BP_RS00290	NC_002929.2	54363	54953	-	591	27.77	25.92	22.75	28.73	17.75	24.94	26.87	13.20	31.94	19.59	9.82	21.60	19.97	39.90	18.42	21.62	23.93	24.94	14.02	24.68	38.66	11.44	15.76	22.03	16.56	13.20	33.93	26.14	22.86	9.60	15.67	21.48	26.94	22.07	16.58	26.38
BP_RS00295	NC_002929.2	54978	55667	-	690	40.44	22.39	31.66	19.37	14.90	14.29	21.00	7	16.95	18.70	14.93	13.43	14.81	25.44	29.74	22.55	32.57	24.79	19.65	20.01	18.03	15.55	15.30	19.94	15.11	18.30	25.16	23.91	27.62	8.11	21.60	10.07	18.07	8.81	14.30	12.63
BP_RS00300	NC_002929.2	55664	56425	-	762	34.14	32.74	53.59	33.96	31.14	31.26	29.39	8.56	33.99	24.59	14.87	21.44	20.34	33.39	34.22	6.84	29.47	20.69	24.63	26.38	36.92	9.92	16.56	31.99	26.04	15.40	25.50	21.33	25.79	5.06	22.89	23.87	29.15	22.82	25.68	21.43
BP_RS00305	NC_002929.2	56505	57404	-	900	28.02	38.41	43.77	45.21	25.08	28.70	36.31	10.23	36.60	34.06	19.19	35.94	42.74	71.35	37.42	26.85	44.68	28.24	21.91	45.40	29.87	14.58	26.58	45.00	26.76	30.06	29.29	39.15	42.95	12.91	28.01	24.73	26.26	22.92	35.15	33.05
BP_RS00310	NC_002929.2	57498	58448	-	951	9.15	4.17	6.81	15.39	5.05	3.05	8.52	5.79	11.10	6.47	4.36	10.80	8.89	13.98	9.88	6.01	13.09	6.54	5.10	9.21	7.37	3.51	4.76	9.34	4.30	5.22	5.78	12.84	7.86	2.49	3.93	4.02	6.45	8.62	9.23	8.82
BP_RS00315	NC_002929.2	58595	59065	+	471	32.94	20.80	34.27	39.50	28.64	31.28	23.26	7.27	25.58	16.58	18.00	15.19	23.39	21.18	18.47	10.07	32.10	18.87	30.49	26.63	14.71	22.72	9.90	25.29	21.84	12.23	26.70	24.36	24.11	5.57	34.87	23.23	23.38	23.50	43.38	14.20
BP_RS00320	NC_002929.2	59249	60475	-	1227	155.07	130.01	248.77	318.70	171.92	209.84	132.79	56.67	204.84	228.07	154.16	279.17	191.43	242.13	240.34	130.56	313.39	319.95	263.88	224.36	206.82	136.40	103.50	330.87	248.44	200.90	197.13	206.87	176.77	75.87	165.31	103.01	127.76	179.78	282.41	239.93
BP_RS00325	NC_002929.2	60475	60894	-	420	50.00	65.10	73.08	117.42	51.36	71.50	37.68	16.78	70.59	69.27	58.30	78.32	87.22	89.09	81.49	58.49	100.12	106.16	80.58	59.73	59.42	56.91	48.35	102.56	94.39	46.83	48.35	72.89	60.82	34.88	44.45	58.60	46.75	64.21	78.03	80.25
BP_RS00330	NC_002929.2	61078	62019	-	942	131.58	151.64	216.73	210.56	184.54	159.16	162.28	110.79	199.83	221.50	104.26	229.32	182.36	266.62	237.69	168.64	221.47	264.05	233.01	192.70	176.20	117.71	112.14	274.19	207.62	199.73	213.11	170.77	209.88	53.07	168.21	153.15	116.22	140.51	185.20	169.29
BP_RS00335	NC_002929.2	62062	62320	+	259	5.48	5.45	10.42	7.15	0.33	3.15	9.31	3.33	2.62	8.72	4.50	5.35	14.04	4.96	4.65	1.08	3.08	3.15	5.32	7.57	4.10	1.50	2	16.87	11.49	2.17	7.71	5.75	5.31	3.11	2.79	0.38	5.18	4.27	0.91	2.46
BP_RS00340	NC_002929.2	62443	63417	-	975	137.06	97.53	166.08	106.87	96.25	131.92	145.09	85.31	171.70	148.34	79.98	86.56	158.62	196.07	153.60	93.51	131.93	101.66	148.01	142.73	137.73	62.14	99.53	195.49	138.94	104.15	168.47	112.34	138.35	36.39	121.61	115.93	104.55	67.47	117.62	97.95
BP_RS00345	NC_002929.2	63474	64055	-	582	50.27	29.82	71.04	53.91	26.24	35.19	57.68	20.56	54.19	73.70	22.07	49.59	22.57	115.19	60.70	42.40	48.53	46.04	54.92	70.52	65.69	32.69	62.72	104.66	50.54	53.98	93.80	66.87	86.71	19.35	52.84	37.09	50.21	32.53	39.18	39.15
BP_RS00350	NC_002929.2	64068	64385	-	318	31.50	27.97	30.67	39.40	16.75	23.39	27.47	16.91	24.19	29.37	21.31	24.67	16.24	39.42	32.19	33.53	30.03	23.44	27.57	30.07	28.44	19.62	18.72	31.17	29.68	22.03	55.29	34.99	35.31	6.93	25.37	23.40	16.89	11.37	31.04	19.63
BP_RS00355	NC_002929.2	64489	65547	-	1059	67.36	69.57	78.30	101.42	49.80	73.30	82.08	43.53	116.33	59.71	38.86	79.68	51.32	141.00	97.73	71.61	72.73	76.80	64.52	110.62	90.32	45.38	71.65	89.91	70.98	62.90	124.89	96.16	109.91	19.76	52.62	58.03	70.14	46.40	85.81	64.86
BP_RS00360	NC_002929.2	65582	66853	-	1272	66.97	62.21	125.88	123.50	65.58	73.24	93.44	58.21	128.01	113.39	48.99	81.94	65.65	157.42	151.51	72.48	123.71	124.71	95.32	128.92	127.27	41.27	86.07	150.61	117.19	81.91	158.89	125.05	123.58	16.33	91.25	54.90	83.12	57.72	74.62	54.82
BP_RS19675	NC_002929.2	66884	67252	-	369	22.07	23.89	33.42	20.95	23.77	23.78	28.64	14.94	26.51	26.22	4.25	18.66	15.83	43.57	40.28	19.63	36.03	26.34	23.76	29.79	42.40	25.18	20.75	33.26	31.54	29.72	41.41	29.03	39.70	5.95	35.72	24.31	19.32	18.07	31.72	13.26
BP_RS00370	NC_002929.2	67483	68664	-	1182	105.50	85.37	173.49	154.12	88.32	107.27	138.32	64.86	173.78	130.74	77.16	126.34	100.65	213.63	156.55	98.56	162.45	162.29	160.92	137.83	149.41	76.85	93.04	160.83	179.81	105.46	182.81	159.31	151.86	31.33	109.62	83.10	92.02	70.95	119.69	81.42
BP_RS00375	NC_002929.2	68685	68954	-	270	33.54	30.35	57.66	78.45	37.68	45.44	49.82	12.17	33.13	55.65	30.53	32.19	27.94	50.99	44.80	18.96	60.76	62.89	47.61	42.38	53.02	32.90	17.38	46.15	47.80	48.67	54.69	33.99	30.23	17.13	33.11	34.62	39.66	25.17	74.90	32.37
BP_RS00380	NC_002929.2	69086	70036	+	951	15.84	10.46	21.16	22.36	10.35	12.26	16.73	1.14	26.67	19.74	7.50	16.80	26.70	22.61	23.97	4.93	26.31	22.04	20.25	19.69	25.42	11.00	10.21	22.66	17.28	14.97	24.21	13.21	16.95	2.35	10.34	11.51	12.26	10.63	16.06	14.95
BP_RS00385	NC_002929.2	70130	70444	+	315	42.88	43.38	77.92	70.09	59.98	38.64	33.74	29.71	76.96	42.50	25.35	41.01	41.64	66.18	64.92	36.53	74.35	68.11	72.51	43.74	41.82	40.01	25.29	65.91	58.92	66.98	59.88	47.06	50.31	18.88	35.25	36.87	34.10	41.55	74.21	38.03
BP_RS00390	NC_002929.2	70450	71232	+	783	66.93	67.83	117.69	110.89	85.35	75.65	63.04	29.03	100.96	79.92	28.46	90.68	60.46	152.98	109.54	57.34	111.04	135.81	114.54	89.92	98.06	57.47	52.44	101.55	102.81	117.58	122.41	109.31	71.86	25.42	65.52	61.75	59.05	68.98	126.60	81.72
BP_RS00395	NC_002929.2	71391	71475	-	85	62016.45	43466.27	91261.64	103894.73	68898.70	80640.69	75990.15	8417.75	58781.07	113246.96	29972.38	97269.80	50818.21	110275.40	90208.53	18471.32	121643.84	146201.58	85222.70	82423.78	102887.83	26319.05	46298.99	115942.12	91144.97	65417.45	112417.45	66953.69	90890.42	9731.28	34330.52	29641.09	40265.10	52348.85	67206.19	52726.22
BP_RS00400	NC_002929.2	71637	73544	+	1908	1105.22	1159.36	1847.51	3200.79	1756.21	1672.65	974.98	667.52	1105.26	2139.02	1085.80	2146.36	2028.21	1775.85	1789.32	1049.24	2324.84	2783.04	2046.14	1331.21	1325.13	1185.09	770.65	2871.22	2207.84	2107.83	1218.19	1337.52	1201.16	660.89	1223.08	846.48	909.30	1658.68	2497.86	1873.23
BP_RS00405	NC_002929.2	73706	74326	-	621	54.89	40.92	72.27	74.26	55.68	43.61	37.96	26.95	70.89	45.85	27.82	44.23	43.00	72.28	68.24	33.86	70.58	63.17	65.28	40.75	46.41	40.05	36.73	62.18	51.19	39.78	70.20	64.07	45.26	16.02	41.46	35.62	37.18	40.66	58.19	61.48
BP_RS00410	NC_002929.2	74358	74939	-	582	75.94	71.17	95.27	83.45	53.06	61.94	38.90	24.43	62.43	49.04	52.95	61.74	57.03	111.77	64.72	34.61	90.60	85.03	84.76	53.01	74.18	68.51	38.71	71.78	97.45	61.51	85.02	52.70	56.18	27.00	95.19	74.73	70.56	104.79	97.46	88.22
BP_RS00415	NC_002929.2	75028	75279	-	252	54.17	49.62	58.47	61.35	29.70	26.82	27.21	19.89	48.28	39.86	31.50	44.48	44.56	68.22	54.57	31.79	54.60	55.51	53.97	37.06	56.87	31.71	29.10	45.53	35.87	32.50	42.52	30.10	43.68	15.35	63.34	61.08	46.92	44.25	66.43	39.99
BP_RS00420	NC_002929.2	75281	76123	-	843	315.78	345.73	475.70	511.41	257.52	215.77	262.19	184.48	422.73	392.02	217.09	302.84	257.53	480.13	416.07	225.00	498.32	392.73	363.07	381.51	470.87	205.70	261.82	418.37	264.16	260.79	373.73	397.70	308.75	124.28	404.33	297.14	258.31	270.39	297.40	252.63
BP_RS00425	NC_002929.2	76229	77638	+	1410	841.26	815.03	1222.88	1202.71	781.44	761.28	673.32	578.22	968.25	1197.22	544.89	1045.03	802.40	1236.82	1020.69	772.89	1356.40	1343.73	1036.16	939.62	1052.75	513.89	554.92	1174.41	859.03	803.46	917.58	835.28	761.15	269.58	926.13	650.20	670.97	726.23	1013.14	772.86
BP_RS00430	NC_002929.2	77635	78585	-	951	3.53	3.74	2.67	2.93	3.90	2.85	4.04	1.89	2.60	4.63	1.77	2.62	2.12	5.33	5.33	1.34	4.21	5.79	3.71	2.46	4.04	1.76	1.09	5.69	3.38	2.24	3.91	4.26	3.32	0.83	3.05	2.52	4.76	2.12	3.42	2.40
BP_RS00435	NC_002929.2	78660	79604	+	945	173.64	205.13	314.83	350.99	178.32	179.13	144.49	97.71	193.01	222.76	144.31	206.59	210.42	247.07	185.34	136.37	268.09	258.53	206.58	200.93	209.00	147.21	113.37	262.50	184.67	155.66	189.34	157.62	147.17	97.01	236.15	149.29	160.73	240.09	245.94	214.34
BP_RS00440	NC_002929.2	79601	81475	-	1875	290.06	253.76	416.27	332.27	222.07	201.87	300.31	142.62	385.57	319.30	164.74	301.51	234.34	512.18	422.14	268.18	324.80	352.81	312.33	352.90	421.74	171.38	212.97	346.43	245.33	203.25	407.77	348.32	288.33	102.31	321.13	245.69	231.05	244.73	246.70	204.76
BP_RS19680	NC_002929.2	81524	82198	-	675	122.32	100.03	186.07	93.64	41.93	46.32	98.75	48.64	113.82	52.57	37.40	65.52	55.11	152.82	153.87	96.69	73.20	83.82	77.13	127.77	108.16	52.50	62.18	124.65	75.45	55.02	128.27	97.70	94.66	25.38	148.01	104.87	94.22	69.54	69.87	65.54
BP_RS19685	NC_002929.2	82165	82773	-	609	270.46	237.78	423.72	272.43	154.84	175.28	255.69	98.15	341.61	237.93	109.84	199.35	183.53	403.31	337.39	165.63	263.43	261.70	214.10	293.58	342.65	135.88	188.91	239.10	203.59	120.79	390.42	343.00	261.58	55.71	288.02	225.60	240.24	166.48	210.13	194.33
BP_RS00450	NC_002929.2	82823	83527	-	705	281.16	239.45	384.49	170.90	113.85	109.49	233.89	144.88	315.09	147.73	67.04	127.22	107.41	369.92	265.41	184.44	145.03	145.77	158.34	227.46	271.08	87.31	179.31	161.68	123.91	111.57	299.90	258.81	206.72	44.49	288.11	266.53	206.73	126.56	135.38	139.01
BP_RS00455	NC_002929.2	83524	84696	-	1173	449.19	433.45	721.69	278.94	189.85	213.38	324.95	240.62	485.99	240.10	159.05	224.99	220.58	617.03	504.34	350.23	272.23	276.95	262.16	440.77	469.24	189.59	275.20	273.13	261.54	190.79	426.42	429.11	315.96	81.07	567.99	369.94	360.04	236.50	309.47	234.15
BP_RS00460	NC_002929.2	84892	85485	-	594	128.88	107.21	179.18	65.44	56.28	81.93	83.18	71.99	136.45	64.92	35.75	57.68	61.94	150.43	108.94	66.97	87.64	76.23	69.43	137.09	116.49	46.40	82.24	67.38	80.64	61.20	126.91	119.51	96.42	36.58	153.22	139.68	128.61	64.55	84.51	73.41
BP_RS00465	NC_002929.2	85482	86669	-	1188	346.98	306.89	466.69	174.48	158.94	138.16	230.94	131.85	368.69	177.03	129.65	169.86	149.04	482.12	353.44	189.31	239.01	223.57	210.16	347.61	385.39	127.90	169.56	209.75	180.51	162.87	358.55	288.73	246.52	62.87	355.12	288.18	280.36	150.06	216.00	183.53
BP_RS00470	NC_002929.2	86732	87991	-	1260	404.53	395.77	615.28	197.50	129.65	126.47	312.18	213.39	447.52	163.33	88.85	164.37	171.67	571.02	477.05	301.26	197.89	191.64	163.58	493.28	475.52	114.02	252.91	225.22	170.33	125.23	445.96	415.42	351.67	57.51	510.10	335.09	307.46	134.87	184.13	169.08
BP_RS00475	NC_002929.2	88015	89103	-	1089	557.85	562.74	889.61	356.52	216.17	220.88	470.02	336.86	682.52	248.30	156.16	264.87	253.78	831.52	714.55	470.57	361.63	383.71	269.49	632.50	742.12	143.54	360.97	322.20	257.26	246.15	623.80	550.94	474.70	93.23	578.19	460.32	492.35	209.55	305.35	234.04
BP_RS00480	NC_002929.2	89111	90211	-	1101	480.41	477.04	769.28	267.36	179.09	175.32	348.03	250.29	485.05	228.92	118.57	212.49	176.95	748.72	593.86	384.19	284.59	255.23	225.15	521.77	598.33	152.65	311.62	244.61	222.86	159.76	553.99	488.26	418.55	82.09	529.03	433.87	419.74	198.84	220.25	196.60
BP_RS00485	NC_002929.2	90215	90790	-	576	543.78	519.60	769.44	324.97	195.54	233.21	467.91	254.97	665.92	275.51	126.45	314.53	176.49	801.98	692.09	398.38	331.11	390.71	279.30	754.98	735.00	138.47	381.64	344.71	254.50	251.79	607.82	617.63	468.79	73.73	533.57	441.74	422.01	161.21	223.90	230.84
BP_RS00490	NC_002929.2	90794	91846	-	1053	842.13	810.37	1191.50	563.73	379.82	333.28	703.65	506.87	1056.85	448.83	260.13	510.79	355.18	1337.78	1131.03	637.74	635.36	667.35	458.30	1155.82	1164.22	259.58	632.11	753.98	416.86	347.06	1058.12	914.01	941.55	107.69	873.02	679.66	611.95	305.01	455.85	353.92
BP_RS00495	NC_002929.2	91977	92984	+	1008	586.12	531.41	731.21	725.12	393.32	448.20	625.60	215.42	771.68	592.86	256.99	516.46	455.13	1030.19	912.69	427.63	764.21	741.58	622.45	855.31	909.38	257.21	454.81	727.66	512.68	448.19	837.39	716.28	666.12	112.46	522.03	437.73	440.14	340.57	523.47	366.66
BP_RS00500	NC_002929.2	92986	94272	+	1287	399.72	350.86	537.42	355.85	220.49	272.11	364.90	204.57	621.52	345.26	167.51	317.45	254.31	652.18	586.78	354.45	464.75	433.50	366.67	540.95	550.02	179.98	238.67	402.93	332.08	281.37	518.16	425.70	378.83	66.20	378.31	327.98	276.19	230.58	376.60	207.71
BP_RS19490	NC_002929.2	94289	94444	-	156	23.39	28.42	45.62	36.17	25.60	28	16.83	24	29.75	23.49	22.50	23.55	19.67	36.50	22.20	23.83	22.75	44.17	36.85	19.10	23.24	23.17	19.05	31.00	24.77	28.25	32.12	25.24	19.47	12.20	26.20	29.60	27.77	35.06	34.60	34.81
BP_RS00505	NC_002929.2	94469	95272	-	804	487.61	440.08	701.38	729.08	453.78	504.20	434.00	268.76	643.48	630.08	284.68	585.33	505.52	775.40	684.53	420.87	754.42	831.62	713.81	622.09	635.67	318.75	284.44	809.64	483.46	485.20	644.19	582.09	460.95	135.29	464.16	387.64	347.47	408.06	694.58	445.35
BP_RS00510	NC_002929.2	95269	96135	-	867	460.87	571.71	807.08	809.33	531.72	593.04	424.84	308.43	650.18	833.09	374.22	691.04	590.94	821.23	806.08	438.85	883.02	931.81	716.80	617.28	681.38	421.99	349.70	863.80	668.22	514.49	625.62	556.21	451.25	175.44	489.87	440.88	416.78	465.81	676.48	541.10
BP_RS00515	NC_002929.2	96210	97340	+	1131	287.90	205.48	342.24	247.76	145.40	159.21	236.00	157.66	393.95	158.09	98.90	145.39	163.14	565.17	399.39	254.65	228.06	249.45	236.77	312.68	415.53	118.52	212.69	213.28	208.38	182.22	419.47	349.06	309.52	34.74	243.88	214.75	253.44	114.65	215.78	141.09
BP_RS00520	NC_002929.2	97340	98179	+	840	129.52	132.18	169.88	102.95	78.34	73.67	134.12	99.45	184.86	80.12	48.93	96.97	59.27	236.02	231.01	126.21	135.02	118.09	122.17	168.03	170.72	60.09	84.96	129.62	108.72	105.27	199.39	162.44	173.03	29.70	148.40	124.34	109.88	89.15	133.29	91.14
BP_RS20120	NC_002929.2	98166	99111	+	946	291.39	211.35	388.42	228.48	156.74	152.27	277.49	175.76	466.34	203.24	96.42	192.06	163.63	554.91	498.80	324.28	220.29	276.28	246.71	402.15	430.85	106.95	249.25	277.92	208.55	185.01	451.24	407.01	347.07	41.54	240.00	227.08	213.15	137.82	246.78	160.06
BP_RS00530	NC_002929.2	99112	99714	+	603	211.05	175.24	236.94	139.49	92.16	124.90	237.84	190.97	415.33	132.15	62.00	101.13	132.43	457.71	339.07	343.17	156.39	214.01	185.78	298.57	321.29	77.79	166.11	191.63	140.59	147.79	343.94	278.85	255.68	22.87	140.27	182.23	131.79	72.10	194.09	106.57
BP_RS00535	NC_002929.2	99744	100397	+	654	1344.67	898.48	1647.03	701.27	536.95	555.30	1019.00	272.33	2038.47	733.30	271.44	661.32	835.32	1757.31	1401.75	778.53	809.89	1002.33	812.01	1406.07	1665.23	311.02	1061.04	920.25	656.54	604.00	1726.46	1475.13	1269.20	128.69	714.21	776.91	676.27	398.83	848.14	408.39
BP_RS00540	NC_002929.2	100530	101786	+	1257	1039.45	1158.15	1604.33	736.93	509.58	516.08	725.83	503.39	1245.14	621.99	464.98	607.56	536.36	1340.70	1123.21	769.99	808.41	666.63	688.34	955.99	1126.11	491.14	563.09	745.62	588.18	532.92	1082.93	920.54	823.11	244.77	1387.48	920.87	939.56	608.94	707.13	624.93
BP_RS00545	NC_002929.2	101834	102733	+	900	1032.83	995.44	1510.64	745.39	436.32	559.70	802.39	363.55	1099.70	687.52	361.19	609.10	488.75	1646.99	1133.43	621.71	863.46	861.27	709.12	1140.88	1404.67	429.14	670.58	892.80	610.77	578.90	1371.60	1096.35	922.39	200.60	1194.81	866.32	799.70	621.93	720.74	635.16
BP_RS00550	NC_002929.2	102809	103084	+	276	394.46	381.43	561.00	374.77	229.20	230.97	196.26	162	338.76	262.96	236.10	221.83	216.50	409.84	316.23	177.11	322.08	250.08	247.80	278.87	308.13	213.25	191.30	382.07	206.03	189.15	294.24	253.62	268.05	134.02	467.91	316.01	320.22	296	287.30	337.06
BP_RS00555	NC_002929.2	103092	103754	+	663	482.11	524.57	721.84	471.09	313.59	369.30	332.76	247.41	631.39	465.01	282.38	438.60	330.57	711.57	543.97	385.39	558.32	545.49	471.37	523.64	641.10	290.93	343.81	536.76	434.37	363.84	568.31	484.97	418.21	133.12	580.08	384.66	373.67	345.49	476.19	351.33
